source,league,player,stat,asof_ts,projection,confidence,over_prob,under_prob,over_rating,under_rating,opp_rank,notes
oddsapi,NBA,Jaden McDaniels,AST,2026-05-10 22:45:48,2.5,0.5,0.5398,0.4602,,,,n_books=5
oddsapi,NBA,Julius Randle,AST,2026-05-10 22:45:48,3.5,0.6,0.5301,0.4699,,,,n_books=6
oddsapi,NBA,Stephon Castle,AST,2026-05-10 22:45:48,6.5,0.7,0.5427,0.4573,,,,n_books=7
oddsapi,NBA,Ayo Dosunmu,AST,2026-05-10 22:45:48,3.5,0.6,0.4748,0.5252,,,,n_books=6
oddsapi,NBA,Dylan Harper,AST,2026-05-10 22:45:48,3.5,0.5,0.4109,0.5891,,,,n_books=5
oddsapi,NBA,Anthony Edwards,AST,2026-05-10 22:45:48,4.5,0.6,0.46,0.54,,,,n_books=6
oddsapi,NBA,Victor Wembanyama,AST,2026-05-10 22:45:48,3.5,0.6,0.4107,0.5893,,,,n_books=6
oddsapi,NBA,De'Aaron Fox,AST,2026-05-10 22:45:48,5.5,0.6,0.4942,0.5058,,,,n_books=6
oddsapi,NBA,Devin Vassell,AST,2026-05-10 22:45:48,2.5,0.5,0.4803,0.5197,,,,n_books=5
oddsapi,NBA,Rudy Gobert,BLK,2026-05-10 22:45:48,1.5,0.4,0.4248,0.5752,,,,n_books=4
oddsapi,NBA,Victor Wembanyama,BLK,2026-05-10 22:45:48,3.5,0.3,0.5631,0.4369,,,,n_books=3
oddsapi,NBA,Julian Champagnie,PTS,2026-05-10 22:45:48,8.5,0.6,0.4875,0.5125,,,,n_books=6
oddsapi,NBA,Julius Randle,PTS,2026-05-10 22:45:48,17.5,0.6,0.4824,0.5176,,,,n_books=6
oddsapi,NBA,Dylan Harper,PTS,2026-05-10 22:45:48,10.5,0.6,0.4942,0.5058,,,,n_books=6
oddsapi,NBA,Anthony Edwards,PTS,2026-05-10 22:45:48,25.5,0.4,0.522,0.478,,,,n_books=4
oddsapi,NBA,Victor Wembanyama,PTS,2026-05-10 22:45:48,26.5,0.6,0.5126,0.4874,,,,n_books=6
oddsapi,NBA,Keldon Johnson,PTS,2026-05-10 22:45:48,8.5,0.5,0.5187,0.4813,,,,n_books=5
oddsapi,NBA,Jaden McDaniels,PTS,2026-05-10 22:45:48,15.5,0.5,0.5273,0.4727,,,,n_books=5
oddsapi,NBA,Rudy Gobert,PTS,2026-05-10 22:45:48,8.5,0.5,0.4606,0.5394,,,,n_books=5
oddsapi,NBA,Devin Vassell,PTS,2026-05-10 22:45:48,12.5,0.6,0.4936,0.5064,,,,n_books=6
oddsapi,NBA,Stephon Castle,PTS,2026-05-10 22:45:48,16.5,0.5,0.5153,0.4847,,,,n_books=5
oddsapi,NBA,Terrence Shannon Jr.,PTS,2026-05-10 22:45:48,8.5,0.5,0.492,0.508,,,,n_books=5
oddsapi,NBA,De'Aaron Fox,PTS,2026-05-10 22:45:48,17.5,0.5,0.4833,0.5167,,,,n_books=5
oddsapi,NBA,Naz Reid,PTS,2026-05-10 22:45:48,12.5,0.5,0.4855,0.5145,,,,n_books=5
oddsapi,NBA,Ayo Dosunmu,PTS,2026-05-10 22:45:48,13.5,0.5,0.4916,0.5084,,,,n_books=5
oddsapi,NBA,Julius Randle,PA,2026-05-10 22:45:48,20.5,0.3,0.5149,0.4851,,,,n_books=3
oddsapi,NBA,Jaden McDaniels,PA,2026-05-10 22:45:48,18.5,0.3,0.5122,0.4878,,,,n_books=3
oddsapi,NBA,Dylan Harper,PA,2026-05-10 22:45:48,13.5,0.3,0.5004,0.4996,,,,n_books=3
oddsapi,NBA,Stephon Castle,PA,2026-05-10 22:45:48,23.5,0.3,0.5284,0.4716,,,,n_books=3
oddsapi,NBA,Anthony Edwards,PA,2026-05-10 22:45:48,30.5,0.3,0.502,0.498,,,,n_books=3
oddsapi,NBA,De'Aaron Fox,PA,2026-05-10 22:45:48,22.5,0.4,0.5152,0.4848,,,,n_books=4
oddsapi,NBA,Ayo Dosunmu,PA,2026-05-10 22:45:48,16.5,0.3,0.5101,0.4899,,,,n_books=3
oddsapi,NBA,Devin Vassell,PA,2026-05-10 22:45:48,15.5,0.3,0.4736,0.5264,,,,n_books=3
oddsapi,NBA,Victor Wembanyama,PA,2026-05-10 22:45:48,29.5,0.3,0.5134,0.4866,,,,n_books=3
oddsapi,NBA,Naz Reid,PR,2026-05-10 22:45:48,18.5,0.2,0.5298,0.4702,,,,n_books=2
oddsapi,NBA,Jaden McDaniels,PR,2026-05-10 22:45:48,20.5,0.3,0.5333,0.4667,,,,n_books=3
oddsapi,NBA,De'Aaron Fox,PR,2026-05-10 22:45:48,20.5,0.4,0.5056,0.4944,,,,n_books=4
oddsapi,NBA,Anthony Edwards,PR,2026-05-10 22:45:48,32.5,0.3,0.4912,0.5088,,,,n_books=3
oddsapi,NBA,Dylan Harper,PR,2026-05-10 22:45:48,13.5,0.3,0.5179,0.4821,,,,n_books=3
oddsapi,NBA,Julius Randle,PR,2026-05-10 22:45:48,23.5,0.3,0.4936,0.5064,,,,n_books=3
oddsapi,NBA,Ayo Dosunmu,PR,2026-05-10 22:45:48,16.5,0.3,0.5136,0.4864,,,,n_books=3
oddsapi,NBA,Rudy Gobert,PR,2026-05-10 22:45:48,18.5,0.3,0.4939,0.5061,,,,n_books=3
oddsapi,NBA,Devin Vassell,PR,2026-05-10 22:45:48,16.5,0.4,0.4999,0.5001,,,,n_books=4
oddsapi,NBA,Keldon Johnson,PR,2026-05-10 22:45:48,12.5,0.3,0.4937,0.5063,,,,n_books=3
oddsapi,NBA,Julian Champagnie,PR,2026-05-10 22:45:48,13.5,0.4,0.5081,0.4919,,,,n_books=4
oddsapi,NBA,Stephon Castle,PR,2026-05-10 22:45:48,21.5,0.3,0.5192,0.4808,,,,n_books=3
oddsapi,NBA,Victor Wembanyama,PR,2026-05-10 22:45:48,39.5,0.4,0.5031,0.4969,,,,n_books=4
oddsapi,NBA,Terrence Shannon Jr.,PR,2026-05-10 22:45:48,10.5,0.2,0.541,0.459,,,,n_books=2
oddsapi,NBA,Ayo Dosunmu,PRA,2026-05-10 22:45:48,20.5,0.4,0.4945,0.5055,,,,n_books=4
oddsapi,NBA,Jaden McDaniels,PRA,2026-05-10 22:45:48,23.5,0.4,0.525,0.475,,,,n_books=4
oddsapi,NBA,Dylan Harper,PRA,2026-05-10 22:45:48,16.5,0.3,0.5072,0.4928,,,,n_books=3
oddsapi,NBA,Julian Champagnie,PRA,2026-05-10 22:45:48,15.5,0.4,0.486,0.514,,,,n_books=4
oddsapi,NBA,Naz Reid,PRA,2026-05-10 22:45:48,20.5,0.4,0.5218,0.4782,,,,n_books=4
oddsapi,NBA,Victor Wembanyama,PRA,2026-05-10 22:45:48,42.5,0.4,0.5052,0.4948,,,,n_books=4
oddsapi,NBA,Julius Randle,PRA,2026-05-10 22:45:48,27.5,0.4,0.4916,0.5084,,,,n_books=4
oddsapi,NBA,Devin Vassell,PRA,2026-05-10 22:45:48,19.5,0.5,0.4878,0.5122,,,,n_books=5
oddsapi,NBA,Anthony Edwards,PRA,2026-05-10 22:45:48,36.5,0.3,0.5078,0.4922,,,,n_books=3
oddsapi,NBA,De'Aaron Fox,PRA,2026-05-10 22:45:48,26.5,0.4,0.4812,0.5188,,,,n_books=4
oddsapi,NBA,Stephon Castle,PRA,2026-05-10 22:45:48,28.5,0.3,0.5215,0.4785,,,,n_books=3
oddsapi,NBA,Keldon Johnson,PRA,2026-05-10 22:45:48,13.5,0.5,0.5081,0.4919,,,,n_books=5
oddsapi,NBA,Anthony Edwards,REB,2026-05-10 22:45:48,5.5,0.5,0.539,0.461,,,,n_books=5
oddsapi,NBA,Naz Reid,REB,2026-05-10 22:45:48,6.5,0.7,0.5063,0.4937,,,,n_books=7
oddsapi,NBA,Julius Randle,REB,2026-05-10 22:45:48,6.5,0.6,0.4778,0.5222,,,,n_books=6
oddsapi,NBA,Julian Champagnie,REB,2026-05-10 22:45:48,4.5,0.5,0.5664,0.4336,,,,n_books=5
oddsapi,NBA,Rudy Gobert,REB,2026-05-10 22:45:48,10.5,0.6,0.4582,0.5418,,,,n_books=6
oddsapi,NBA,Keldon Johnson,REB,2026-05-10 22:45:48,3.5,0.6,0.4817,0.5183,,,,n_books=6
oddsapi,NBA,Victor Wembanyama,REB,2026-05-10 22:45:48,12.5,0.6,0.5377,0.4623,,,,n_books=6
oddsapi,NBA,De'Aaron Fox,REB,2026-05-10 22:45:48,3.5,0.6,0.45,0.55,,,,n_books=6
oddsapi,NBA,Dylan Harper,REB,2026-05-10 22:45:48,3.5,0.6,0.4493,0.5507,,,,n_books=6
oddsapi,NBA,Jaden McDaniels,REB,2026-05-10 22:45:48,4.5,0.6,0.5658,0.4342,,,,n_books=6
oddsapi,NBA,Stephon Castle,REB,2026-05-10 22:45:48,4.5,0.5,0.554,0.446,,,,n_books=5
oddsapi,NBA,Devin Vassell,REB,2026-05-10 22:45:48,3.5,0.4,0.5739,0.4261,,,,n_books=4
oddsapi,NBA,Dylan Harper,RA,2026-05-10 22:45:48,6.5,0.3,0.4714,0.5286,,,,n_books=3
oddsapi,NBA,Anthony Edwards,RA,2026-05-10 22:45:48,10.5,0.4,0.4726,0.5274,,,,n_books=4
oddsapi,NBA,De'Aaron Fox,RA,2026-05-10 22:45:48,8.5,0.4,0.5351,0.4649,,,,n_books=4
oddsapi,NBA,Julius Randle,RA,2026-05-10 22:45:48,10.5,0.4,0.468,0.532,,,,n_books=4
oddsapi,NBA,Jaden McDaniels,RA,2026-05-10 22:45:48,7.5,0.4,0.5266,0.4734,,,,n_books=4
oddsapi,NBA,Devin Vassell,RA,2026-05-10 22:45:48,6.5,0.4,0.4974,0.5026,,,,n_books=4
oddsapi,NBA,Stephon Castle,RA,2026-05-10 22:45:48,11.5,0.4,0.5312,0.4688,,,,n_books=4
